I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-40,-65,-25,53,-8,-45,-10,-166,-77,-178,-73,-59
-42,-68,-26,55,-8,-47,-7,-164,-75,-177,-67,-59
-50,-70,-20,60,-15,-44,-1,-162,-72,-179,-72,-56
-55,-72,-17,64,-19,-44,2,-161,-70,-178,-73,-57
-55,-73,-18,64,-18,-45,0,-162,-71,-176,-74,-57
-58,-72,-14,65,-22,-43,1,-162,-70,-178,-79,-58
-59,-67,-8,63,-25,-38,1,-160,-69,-178,-72,-59
-61,-68,-7,65,-27,-37,4,-158,-66,-177,-72,-57
-64,-72,-8,68,-28,-40,10,-154,-62,-173,-65,-56
-64,-76,-12,70,-26,-43,10,-151,-61,-169,-58,-54
-67,-81,-14,74,-27,-47,8,-151,-59,-167,-59,-55
-66,-83,-17,74,-24,-50,10,-148,-57,-164,-52,-55
-66,-84,-18,75,-24,-51,16,-146,-53,-164,-54,-54
-64,-88,-24,76,-20,-56,19,-143,-50,-163,-52,-55
-59,-92,-33,75,-13,-62,16,-142,-50,-161,-48,-55
-58,-97,-39,78,-10,-68,16,-139,-49,-161,-50,-56
-54,-100,-45,77,-4,-73,14,-134,-49,-158,-43,-55
-55,-102,-48,79,-4,-75,18,-131,-47,-157,-43,-54
-57,-104,-47,81,-5,-76,26,-127,-45,-155,-38,-56
-59,-106,-47,82,-6,-76,26,-122,-43,-152,-33,-56
-66,-109,-42,88,-12,-75,22,-116,-41,-149,-35,-60
-68,-110,-42,89,-13,-76,26,-112,-38,-146,-30,-63
-69,-111,-41,90,-14,-76,34,-113,-34,-148,-35,-65
-71,-113,-42,92,-14,-78,39,-110,-30,-148,-36,-69
-70,-116,-46,93,-12,-81,40,-105,-28,-148,-37,-71
-73,-119,-47,96,-13,-83,40,-99,-25,-147,-41,-70
-72,-121,-49,96,-11,-85,39,-90,-22,-144,-33,-67
-72,-123,-51,97,-10,-87,40,-84,-21,-143,-31,-64
-71,-126,-55,98,-8,-90,44,-77,-20,-141,-22,-65
-67,-126,-59,96,-4,-92,41,-74,-22,-139,-16,-66
-65,-126,-61,96,-2,-93,36,-74,-22,-140,-19,-70
-63,-125,-62,94,0,-93,35,-73,-23,-139,-15,-72
-64,-124,-60,94,-2,-92,38,-73,-24,-143,-21,-73
-65,-123,-58,94,-3,-91,40,-72,-25,-145,-20,-74
-63,-121,-58,92,-2,-89,37,-71,-27,-146,-17,-73
-63,-121,-58,92,-2,-89,35,-68,-24,-147,-19,-72
-57,-119,-62,88,2,-90,31,-62,-21,-145,-10,-70
-55,-118,-63,86,4,-91,29,-60,-22,-146,-9,-68
-52,-117,-65,85,7,-91,32,-56,-26,-146,-4,-69
-48,-116,-68,82,10,-92,29,-51,-28,-144,1,-66
-49,-117,-67,83,9,-92,26,-45,-25,-143,0,-64
-49,-117,-68,83,10,-92,28,-38,-23,-139,8,-59
-51,-117,-66,84,7,-91,31,-31,-21,-138,8,-51
-52,-117,-65,85,6,-91,32,-26,-21,-135,13,-47
-50,-115,-66,83,8,-90,27,-24,-23,-132,18,-40
-48,-114,-65,81,8,-89,23,-22,-24,-130,20,-37
-42,-110,-68,76,13,-89,20,-20,-25,-125,33,-35
-38,-107,-69,72,16,-88,20,-19,-25,-124,34,-32
-34,-104,-70,70,18,-87,25,-18,-25,-122,39,-30
-30,-101,-72,66,21,-86,22,-15,-27,-121,44,-26
-30,-100,-71,65,20,-85,14,-11,-29,-122,42,-23
-26,-98,-72,62,23,-85,13,-7,-30,-120,50,-19
-25,-97,-72,61,24,-84,14,-6,-29,-120,48,-15
-22,-95,-73,59,25,-84,15,-3,-29,-118,51,-12
-16,-91,-75,54,29,-83,13,-1,-30,-115,55,-6
-15,-88,-74,52,29,-81,9,0,-29,-114,55,-3
-9,-84,-75,47,33,-79,4,1,-28,-111,67,1
-10,-82,-72,46,31,-77,3,0,-29,-112,70,6
-12,-81,-68,47,28,-74,8,0,-29,-112,78,10
-13,-79,-66,46,27,-73,5,1,-29,-110,88,14
-17,-80,-63,49,23,-71,-1,2,-26,-107,92,16
-14,-78,-64,47,25,-71,-4,2,-26,-106,98,16
-11,-77,-66,44,27,-71,-4,0,-28,-110,91,16
-12,-78,-66,45,27,-72,-3,0,-29,-113,89,16
-12,-78,-66,45,27,-72,-5,1,-30,-115,87,19
-15,-78,-63,47,24,-71,-7,2,-31,-116,83,22
-13,-76,-62,45,25,-69,-11,5,-32,-111,93,26
-13,-74,-61,44,24,-67,-10,5,-32,-110,92,29
-12,-73,-61,43,25,-67,-4,7,-29,-108,98,28
-10,-71,-60,41,25,-65,-5,7,-28,-107,104,29
-15,-70,-55,43,20,-63,-8,7,-26,-109,105,29
-13,-66,-54,40,21,-60,-10,6,-25,-107,111,29
-12,-62,-51,37,20,-56,-12,2,-25,-106,107,31
-9,-61,-52,35,21,-56,-12,0,-25,-104,106,30
-3,-60,-57,32,27,-58,-15,-4,-28,-103,104,30
-1,-58,-57,30,28,-57,-19,-10,-30,-105,97,30
6,-52,-58,23,32,-54,-24,-15,-33,-106,100,32
12,-47,-59,18,36,-53,-27,-20,-35,-106,97,32
19,-45,-63,13,41,-54,-26,-23,-36,-103,102,28
24,-43,-67,9,46,-55,-29,-26,-37,-103,102,26
23,-44,-67,10,45,-55,-33,-29,-38,-106,94,22
24,-42,-66,9,45,-54,-33,-31,-39,-109,95,22
21,-40,-61,10,41,-50,-31,-33,-39,-116,87,24
17,-42,-59,12,38,-50,-30,-32,-39,-119,86,23
16,-44,-60,14,38,-51,-34,-31,-40,-120,85,24
10,-47,-57,19,33,-52,-37,-29,-41,-122,78,23
8,-48,-56,21,32,-52,-39,-26,-43,-122,81,23
7,-48,-55,21,31,-52,-38,-26,-44,-123,77,24
9,-47,-56,19,33,-51,-33,-26,-45,-122,81,23
11,-48,-60,19,35,-54,-34,-27,-46,-121,82,23
9,-53,-62,22,35,-57,-37,-27,-46,-123,75,20
7,-52,-59,23,33,-56,-36,-26,-45,-120,78,20
0,-50,-50,25,25,-50,-31,-25,-44,-119,73,21
-6,-50,-44,28,19,-47,-28,-26,-42,-117,71,20
-9,-49,-40,30,15,-44,-29,-30,-42,-115,69,21
-12,-50,-38,31,13,-44,-31,-30,-42,-115,64,21
-7,-49,-42,29,17,-45,-36,-27,-44,-113,71,22
-6,-50,-44,28,19,-47,-34,-30,-45,-113,69,23
-4,-52,-48,28,22,-50,-27,-33,-46,-113,73,22
1,-53,-54,27,27,-53,-28,-35,-46,-111,76,22
3,-56,-59,27,31,-57,-31,-37,-43,-109,72,19
8,-52,-60,23,34,-56,-30,-37,-41,-106,77,16
10,-45,-55,18,32,-50,-26,-38,-39,-108,72,15
11,-43,-53,16,32,-48,-24,-39,-37,-106,73,13
12,-42,-54,15,33,-48,-26,-41,-38,-105,73,15
6,-45,-50,20,28,-47,-28,-41,-36,-104,69,14
-1,-47,-46,24,23,-47,-31,-38,-34,-100,76,13
-6,-49,-44,28,19,-46,-29,-37,-33,-101,73,13
-8,-51,-44,30,18,-47,-22,-35,-34,-101,76,12
-7,-51,-44,29,19,-47,-25,-35,-36,-100,79,11
-9,-51,-42,30,17,-46,-31,-37,-38,-100,77,7
-7,-51,-44,29,19,-47,-33,-35,-39,-99,82,7
-7,-53,-46,30,19,-49,-32,-34,-37,-100,75,9
-5,-54,-49,30,22,-51,-30,-34,-34,-100,75,10
2,-53,-54,26,28,-53,-30,-35,-30,-100,76,15
2,-52,-54,25,28,-52,-32,-35,-27,-99,74,17
4,-48,-53,22,29,-50,-38,-34,-27,-94,85,20
4,-46,-50,21,27,-47,-37,-34,-27,-93,83,21
3,-43,-47,20,25,-45,-30,-33,-27,-92,86,19
3,-43,-45,20,24,-44,-31,-31,-28,-90,90,20
-2,-45,-43,24,20,-44,-35,-29,-28,-89,88,18
-3,-47,-44,25,21,-45,-36,-28,-30,-90,93,16
-4,-49,-44,27,20,-46,-34,-31,-31,-96,86,13
-6,-51,-45,29,20,-48,-33,-31,-32,-98,83,9
-6,-53,-47,30,21,-50,-35,-33,-34,-98,77,7
-9,-56,-47,33,19,-51,-36,-32,-33,-100,70,3
-8,-58,-50,33,21,-54,-38,-29,-33,-99,76,2
-7,-60,-53,34,23,-56,-36,-30,-33,-101,72,0
-5,-62,-57,34,26,-59,-30,-29,-33,-100,72,-2
-2,-63,-62,33,30,-62,-32,-27,-33,-99,73,-2
-2,-67,-64,35,31,-65,-37,-25,-30,-98,70,-4
-1,-69,-67,35,33,-68,-39,-22,-30,-96,74,-2
-4,-71,-67,38,32,-69,-39,-20,-29,-98,68,2
-4,-71,-67,38,32,-69,-37,-18,-28,-97,69,4
0,-67,-67,34,34,-67,-37,-20,-28,-97,70,9
-3,-64,-60,34,29,-62,-37,-20,-28,-98,70,13
-5,-57,-52,31,23,-54,-39,-18,-30,-95,81,18
-10,-51,-41,31,16,-46,-38,-18,-29,-94,81,19
-14,-45,-30,30,8,-37,-33,-17,-28,-90,87,15
-15,-41,-26,28,5,-33,-36,-17,-27,-87,90,15
-18,-41,-23,30,3,-32,-41,-17,-26,-87,86,13
-15,-39,-24,27,4,-31,-42,-17,-26,-86,90,12
-14,-37,-24,26,5,-30,-39,-19,-26,-89,83,10
-11,-39,-28,26,8,-33,-36,-20,-25,-90,81,6
-7,-43,-36,25,15,-39,-36,-23,-26,-91,78,3
-7,-47,-40,27,17,-43,-38,-25,-26,-94,71,1
-3,-48,-44,26,20,-46,-42,-23,-26,-96,75,0
-1,-47,-46,24,23,-46,-42,-24,-25,-98,73,1
2,-45,-47,22,25,-46,-37,-22,-25,-98,80,0
5,-43,-48,19,26,-45,-38,-21,-26,-98,84,1
1,-43,-45,21,23,-44,-39,-19,-25,-99,80,-1
0,-45,-45,23,23,-45,-40,-17,-26,-98,84,-1
-4,-49,-45,27,20,-46,-40,-18,-28,-102,76,0
-6,-51,-45,29,20,-47,-37,-18,-26,-103,75,0
-3,-50,-47,27,22,-48,-35,-18,-22,-104,74,3
-5,-52,-46,29,21,-49,-35,-18,-19,-105,71,4
-5,-53,-47,29,21,-50,-38,-18,-21,-102,80,4
-5,-53,-48,30,21,-50,-38,-19,-22,-100,79,7
-3,-53,-49,28,23,-51,-35,-19,-23,-97,85,8
0,-49,-49,25,24,-49,-37,-20,-24,-93,90,10
-2,-46,-44,24,21,-45,-39,-22,-22,-91,89,8
-1,-44,-42,23,20,-42,-39,-22,-23,-89,93,7
-5,-44,-38,25,16,-41,-37,-25,-24,-92,84,5
-7,-45,-37,26,15,-41,-35,-25,-25,-91,81,2
-6,-46,-40,26,17,-42,-35,-25,-27,-90,77,3
-8,-48,-39,28,15,-43,-36,-26,-26,-91,72,2
-7,-48,-41,28,17,-44,-40,-26,-26,-89,76,3
-7,-51,-44,29,18,-47,-39,-26,-25,-90,73,4
-6,-55,-49,31,22,-52,-33,-23,-25,-89,78,4
-4,-58,-54,32,25,-55,-36,-22,-27,-89,80,5
-8,-62,-55,35,24,-58,-42,-22,-29,-90,78,3
-7,-62,-56,35,25,-59,-43,-21,-30,-90,81,4
-8,-61,-53,35,22,-56,-42,-22,-29,-92,72,7
-9,-59,-50,34,21,-54,-40,-21,-28,-91,73,9
-7,-56,-49,32,21,-52,-40,-20,-29,-88,74,12
-7,-54,-47,31,20,-51,-41,-20,-30,-89,71,13
-2,-52,-50,27,24,-51,-43,-20,-32,-87,78,16
-1,-51,-50,26,25,-50,-41,-22,-33,-88,75,17
0,-51,-51,26,25,-51,-33,-23,-33,-86,81,16
-1,-51,-50,27,24,-50,-33,-24,-33,-85,83,15
-8,-54,-45,31,19,-49,-36,-25,-31,-84,80,10
-8,-55,-47,32,19,-50,-36,-23,-27,-82,84,9
-10,-57,-48,34,19,-52,-33,-22,-20,-84,79,8
-11,-55,-44,33,17,-49,-31,-19,-18,-83,79,9
-11,-49,-38,30,14,-43,-32,-18,-21,-83,76,13
-12,-46,-34,29,11,-40,-33,-17,-21,-83,72,16
-7,-43,-37,25,15,-39,-36,-16,-21,-79,80,23
-3,-42,-39,23,18,-40,-34,-17,-21,-80,75,24
2,-40,-43,19,23,-41,-26,-19,-21,-79,77,21
7,-41,-48,18,28,-45,-26,-18,-22,-79,77,21
6,-47,-53,21,29,-49,-29,-15,-21,-81,75,20
10,-49,-59,20,35,-54,-30,-12,-22,-81,76,17
11,-52,-63,21,37,-57,-29,-12,-23,-86,64,12
10,-54,-64,23,37,-59,-28,-12,-24,-86,62,7
7,-56,-63,25,35,-59,-29,-14,-24,-84,61,6
3,-56,-59,27,31,-57,-32,-16,-24,-84,57,4
4,-53,-57,25,31,-54,-37,-17,-24,-82,62,5
2,-50,-52,25,27,-51,-38,-19,-23,-81,60,8
-1,-48,-47,25,23,-47,-34,-19,-23,-78,67,11
-1,-46,-45,24,22,-45,-34,-20,-22,-75,72,15
-3,-46,-44,25,20,-44,-34,-20,-19,-71,74,16
-1,-47,-46,24,22,-46,-35,-19,-18,-67,80,18
-2,-49,-47,26,23,-48,-34,-19,-17,-69,73,19
1,-50,-52,25,26,-51,-33,-18,-17,-69,71,18
8,-50,-58,22,33,-54,-32,-19,-20,-70,67,19
8,-51,-58,22,33,-54,-32,-20,-20,-73,60,15
9,-48,-57,20,33,-52,-36,-21,-20,-74,63,12
10,-48,-58,20,34,-53,-34,-22,-20,-76,58,10
14,-49,-63,18,38,-56,-26,-21,-19,-74,62,8
16,-49,-65,17,41,-57,-25,-21,-18,-72,64,9
12,-52,-64,20,38,-57,-27,-19,-15,-70,63,8
12,-51,-63,20,37,-56,-28,-20,-16,-69,70,8
8,-51,-59,22,33,-54,-30,-24,-19,-71,65,7
4,-53,-58,25,31,-55,-29,-24,-19,-71,65,4
2,-57,-59,28,30,-57,-27,-24,-19,-73,61,2
0,-58,-58,29,29,-58,-29,-24,-18,-75,54,0
5,-55,-60,25,33,-57,-35,-24,-19,-76,55,-1
8,-53,-61,23,34,-57,-36,-24,-19,-79,50,-1
12,-51,-63,20,38,-57,-30,-24,-18,-79,55,0
13,-49,-62,18,37,-55,-31,-24,-18,-78,59,2
7,-48,-55,21,31,-51,-32,-24,-16,-77,62,3
6,-46,-52,20,29,-48,-33,-23,-14,-74,70,6
3,-46,-48,22,26,-47,-32,-22,-12,-74,65,10
-1,-47,-45,24,22,-46,-31,-20,-12,-72,67,11
-5,-48,-43,27,19,-45,-31,-19,-16,-72,65,15
-10,-51,-42,31,16,-46,-33,-18,-17,-74,61,14
-9,-53,-44,32,18,-48,-39,-17,-19,-76,65,14
-7,-53,-45,30,19,-49,-39,-18,-21,-79,59,11
-2,-49,-47,26,23,-48,-34,-19,-22,-80,61,5
3,-47,-50,23,27,-48,-33,-19,-24,-81,59,2
3,-49,-52,23,27,-50,-34,-19,-24,-82,54,-1
6,-48,-53,21,29,-50,-32,-17,-26,-82,56,0
4,-47,-51,22,28,-49,-29,-16,-26,-84,49,3
6,-45,-51,20,28,-47,-24,-14,-24,-83,52,3
9,-42,-51,17,30,-46,-21,-14,-23,-81,53,5
6,-43,-49,19,28,-46,-20,-12,-20,-79,51,5
5,-45,-49,20,27,-47,-21,-8,-18,-75,58,7
3,-47,-50,22,27,-48,-21,-7,-17,-75,55,9
6,-48,-54,22,30,-51,-18,-5,-16,-74,60,10
7,-50,-57,21,32,-53,-21,-5,-18,-74,62,10
5,-52,-57,24,31,-54,-26,-6,-20,-74,60,7
6,-51,-56,23,31,-53,-26,-8,-21,-75,64,8
4,-48,-52,22,28,-49,-25,-11,-20,-79,56,12
4,-46,-51,21,28,-48,-22,-14,-21,-80,55,10
6,-46,-52,21,29,-48,-21,-19,-22,-80,48,6
2,-47,-50,23,26,-48,-21,-21,-19,-81,43,5
2,-48,-49,23,26,-48,-23,-19,-14,-80,48,10
0,-49,-49,25,25,-49,-23,-18,-13,-80,46,13
2,-50,-52,25,27,-50,-18,-16,-15,-77,55,14
4,-50,-54,24,29,-51,-18,-13,-14,-74,60,15
2,-51,-54,25,28,-52,-18,-10,-11,-70,62,12
2,-52,-54,26,28,-53,-18,-7,-10,-66,67,9
-4,-55,-51,30,23,-53,-20,-6,-10,-67,59,5
-9,-57,-48,34,20,-52,-18,-6,-10,-66,56,-1
-14,-59,-46,37,16,-52,-16,-10,-11,-68,46,-4
-18,-62,-44,40,13,-53,-18,-12,-12,-68,37,-7
-15,-63,-48,40,16,-55,-23,-12,-14,-66,38,-5
-14,-64,-49,39,17,-56,-22,-13,-14,-66,33,-3
-11,-63,-52,37,21,-57,-16,-13,-15,-64,38,-1
-9,-63,-55,36,23,-59,-17,-13,-15,-61,41,4
-11,-66,-56,39,22,-60,-21,-13,-14,-57,43,7
-8,-63,-54,36,23,-58,-25,-15,-15,-54,50,7
-9,-57,-48,33,19,-52,-28,-20,-15,-56,45,5
-10,-53,-44,32,17,-48,-29,-23,-17,-57,45,1
-11,-51,-40,31,15,-45,-30,-27,-22,-58,38,-1
-13,-53,-40,33,14,-46,-33,-30,-24,-57,31,-5
-10,-55,-45,33,18,-50,-40,-31,-27,-52,33,-7
-10,-58,-48,34,19,-52,-43,-35,-30,-56,24,-10
-10,-61,-51,36,21,-55,-43,-38,-33,-61,21,-16
-10,-62,-53,36,22,-57,-49,-41,-36,-64,17,-18
-13,-65,-52,40,20,-58,-57,-41,-38,-65,12,-21
-12,-65,-54,39,21,-59,-66,-42,-41,-66,13,-26
-12,-65,-53,39,21,-59,-75,-46,-45,-71,4,-33
-12,-69,-57,41,22,-63,-78,-49,-50,-75,-1,-35
-13,-75,-62,45,25,-68,-81,-52,-58,-81,-11,-32
-14,-80,-66,48,26,-73,-86,-54,-64,-86,-17,-32
-10,-82,-72,46,31,-76,-95,-55,-70,-88,-11,-31
-8,-82,-74,45,33,-78,-99,-59,-75,-93,-17,-34
-4,-81,-77,43,37,-79,-98,-62,-79,-96,-17,-40
-4,-80,-76,42,36,-77,-100,-64,-85,-99,-20,-43
-11,-80,-70,46,30,-75,-101,-63,-89,-100,-24,-46
-13,-81,-68,47,28,-74,-99,-61,-91,-100,-22,-46
-18,-84,-66,52,24,-75,-94,-61,-88,-104,-30,-45
-22,-87,-64,55,21,-75,-84,-59,-83,-102,-29,-46
-26,-89,-63,58,18,-75,-74,-58,-76,-98,-32,-45
-30,-92,-63,61,17,-77,-66,-56,-69,-96,-34,-50
-27,-95,-68,61,20,-81,-62,-52,-64,-92,-29,-55
-25,-95,-69,61,22,-82,-51,-50,-57,-91,-33,-55
-21,-93,-72,57,26,-82,-35,-47,-49,-87,-29,-53
-20,-92,-72,56,26,-81,-26,-43,-41,-82,-25,-48
-25,-93,-68,59,22,-80,-19,-37,-31,-76,-21,-45
-26,-93,-66,60,20,-79,-14,-31,-24,-69,-12,-43
-31,-93,-61,62,15,-77,-11,-28,-17,-66,-15,-43
-31,-92,-61,62,15,-76,-7,-23,-14,-63,-13,-44
-27,-90,-63,59,18,-76,-6,-21,-14,-62,-18,-43
-23,-86,-63,55,20,-74,-7,-19,-12,-60,-22,-41
-13,-78,-65,46,26,-71,-10,-18,-11,-57,-17,-36
-13,-75,-62,44,24,-68,-9,-16,-8,-55,-19,-32
-15,-74,-59,45,22,-66,-3,-12,-6,-49,-12,-31
-17,-72,-55,45,19,-63,-2,-9,-5,-45,-9,-29
-21,-71,-50,47,14,-60,-1,-5,-3,-41,-9,-30
-20,-69,-49,45,15,-59,1,-2,-1,-36,-3,-27
-21,-68,-47,45,13,-57,4,0,4,-33,-6,-22
-20,-67,-48,44,14,-57,9,1,6,-28,-2,-25
-18,-67,-49,43,15,-57,13,-1,6,-23,-2,-31
-19,-66,-47,43,14,-56,15,-3,8,-20,-7,-32
-15,-61,-46,39,15,-53,14,-4,9,-17,-6,-26
-14,-56,-42,35,14,-49,14,-2,12,-14,-7,-17
-9,-49,-41,29,16,-44,19,3,15,-5,6,-5
-6,-44,-38,25,16,-40,17,4,14,0,13,1
-7,-40,-33,24,13,-36,13,3,13,2,17,0
-3,-35,-32,20,14,-33,11,2,12,4,22,0
-2,-31,-29,17,14,-30,8,-2,15,1,16,-1
-1,-27,-26,14,13,-26,10,-2,16,2,17,-1
-2,-23,-21,13,9,-21,13,-2,15,4,14,1
-5,-22,-17,14,6,-19,13,-2,16,4,10,-1
-3,-21,-18,13,7,-19,9,-2,16,5,14,-4
-5,-22,-17,14,6,-19,9,-4,15,3,8,-8
-5,-23,-19,14,7,-21,12,-4,12,1,11,-13
-6,-25,-20,16,7,-22,14,-4,11,0,9,-16
-11,-30,-19,21,4,-24,17,-1,12,-1,6,-20
-11,-30,-20,21,5,-25,19,1,12,-1,7,-22
-13,-31,-19,22,3,-24,20,3,14,-4,-2,-22
-12,-31,-19,22,3,-24,22,3,14,-4,-2,-21
-11,-29,-18,20,4,-23,22,0,14,-6,-6,-16
-13,-29,-16,21,2,-22,19,-1,14,-5,-6,-13
-11,-27,-17,19,3,-22,11,-1,12,-1,3,-9
-11,-25,-14,19,2,-19,9,-4,10,-3,0,-6
-9,-22,-13,16,2,-17,13,-5,8,-5,4,-4
-6,-17,-11,12,3,-14,12,-6,7,-4,4,-1
-6,-13,-7,10,1,-10,9,-6,8,-2,4,0
-2,-7,-5,5,2,-6,8,-3,9,1,9,-1
-3,-3,0,3,-1,-1,8,1,11,-1,4,-4
-4,-3,1,4,-2,-1,10,4,13,0,5,-8
-7,-5,1,6,-4,-2,11,3,13,0,-1,-12
-8,-6,2,7,-5,-2,8,4,14,-1,-7,-11
-2,-4,-1,3,0,-2,2,5,13,-1,-6,-6
0,-3,-4,2,2,-3,0,4,12,-4,-9,-2
5,-4,-9,0,7,-6,3,4,10,-5,1,1
7,-4,-11,-1,9,-7,2,1,7,-6,3,1
4,-5,-10,1,7,-7,-1,-3,5,-6,2,-4
4,-2,-6,-1,5,-4,-4,-13,-1,-9,2,-9
-1,3,4,0,-3,4,-7,-28,-8,-17,-11,-16
-8,2,10,3,-9,7,-2,-47,-12,-25,-24,-34
-16,-1,16,9,-16,8,6,-72,-15,-37,-47,-58
-30,-10,20,20,-25,5,22,-89,-12,-51,-78,-96
-41,-23,19,32,-30,-1,42,-100,-7,-64,-106,-143
-61,-41,19,51,-40,-10,74,-106,3,-81,-151,-205
-80,-64,17,73,-48,-23,115,-104,16,-97,-193,-280
-107,-100,8,104,-58,-46,160,-101,35,-113,-247,-368
-142,-148,-5,145,-69,-76,209,-94,60,-128,-309,-468
-177,-201,-24,190,-77,-112,266,-83,86,-144,-373,-576
-219,-261,-42,241,-89,-151,328,-70,115,-165,-451,-690
-271,-330,-60,301,-106,-195,395,-47,152,-175,-518,-816
-330,-405,-75,368,-128,-240,463,-19,194,-179,-589,-947
-388,-483,-95,436,-147,-288,514,12,234,-184,-661,-1079
-439,-560,-121,500,-159,-340,553,44,270,-186,-729,-1208
-478,-623,-144,551,-167,-383,577,77,308,-174,-787,-1283
-505,-674,-169,589,-168,-421,593,112,347,-148,-822,-1316
-504,-713,-208,609,-148,-460,592,169,388,-94,-804,-1282
-487,-744,-257,616,-115,-500,580,245,432,-19,-742,-1197
-441,-747,-305,594,-68,-526,552,322,468,69,-630,-1063
-381,-730,-349,555,-16,-539,512,399,499,166,-491,-888
-320,-683,-363,502,21,-522,470,459,529,269,-324,-698
-261,-613,-353,437,46,-483,424,504,556,376,-144,-492
-204,-530,-327,367,61,-428,371,535,579,476,30,-301
-144,-434,-290,290,73,-362,313,554,596,572,208,-120
-92,-337,-244,215,76,-290,259,558,601,646,347,30
-44,-236,-193,140,75,-214,210,549,594,704,470,150
-5,-149,-144,77,70,-146,167,524,573,735,552,230
23,-73,-96,25,60,-84,129,485,542,745,601,276
47,-17,-65,-15,56,-41,98,439,499,727,615,292
63,20,-43,-41,53,-11,71,387,449,683,587,287
73,43,-29,-58,51,8,56,340,399,631,547,274
78,55,-22,-66,50,17,46,295,346,568,487,259
80,65,-15,-73,48,25,38,260,298,507,431,244
86,75,-11,-80,49,32,30,231,252,449,386,232
88,81,-7,-84,47,37,27,203,212,393,337,219
89,85,-4,-87,47,41,29,179,176,345,300,204
88,87,-1,-87,45,43,27,154,144,301,262,185
83,88,5,-85,39,47,26,131,119,262,226,158
79,88,9,-83,35,48,24,109,96,227,191,134
71,85,14,-78,29,49,20,87,77,190,146,111
65,79,14,-72,25,47,18,73,59,163,117,94
60,72,12,-65,24,42,16,62,42,140,88,83
59,63,5,-61,27,34,9,54,27,121,64,73
65,57,-8,-60,36,25,-1,48,13,106,51,66
66,49,-17,-57,42,16,-4,42,1,88,32,62
68,43,-25,-55,46,10,-1,37,-11,73,24,59
65,38,-27,-51,46,6,-1,34,-20,62,16,58
55,32,-23,-43,39,5,0,34,-25,55,10,57
52,34,-18,-42,35,8,-2,32,-29,49,7,52
48,39,-9,-43,28,15,-4,27,-31,40,-7,45
48,40,-8,-44,28,16,-3,25,-32,36,-15,36
51,37,-14,-44,33,12,0,23,-34,32,-30,31
52,34,-18,-43,35,9,-6,19,-38,27,-42,26
57,33,-25,-45,41,4,-19,12,-45,24,-48,24
60,33,-26,-46,43,4,-18,6,-48,20,-56,27
64,37,-27,-50,46,5,-6,1,-49,19,-52,31
64,36,-28,-50,46,5,-4,-4,-51,19,-49,32
59,32,-27,-45,43,3,-6,-7,-52,20,-46,28
58,31,-27,-44,42,2,-8,-10,-54,19,-44,24
53,29,-25,-41,39,2,-9,-14,-55,13,-55,18
50,27,-23,-38,36,2,-6,-13,-55,12,-59,13
45,24,-20,-34,33,2,-2,-11,-55,10,-68,12
43,22,-20,-32,31,1,-4,-10,-56,10,-74,11
47,22,-25,-35,36,-1,-10,-11,-61,11,-74,12
49,23,-26,-36,37,-1,-13,-12,-64,7,-81,12
53,26,-27,-39,40,0,-10,-12,-68,2,-79,10
51,23,-28,-37,40,-2,-8,-14,-69,0,-80,10
44,16,-28,-30,36,-6,-4,-15,-67,1,-80,9
43,15,-28,-29,35,-6,-3,-16,-65,2,-78,8
39,17,-22,-28,31,-2,-4,-17,-60,0,-88,5
38,22,-16,-30,27,3,-1,-14,-57,3,-87,5
36,28,-8,-32,22,10,1,-11,-57,6,-90,9
35,30,-5,-32,20,13,-1,-8,-56,9,-92,10
41,31,-10,-36,25,11,-9,-8,-58,12,-88,11
41,28,-13,-34,27,8,-12,-9,-60,12,-92,10
42,24,-19,-33,30,3,-13,-11,-64,13,-88,7
43,19,-24,-31,33,-2,-13,-14,-66,12,-90,6
40,14,-27,-27,33,-6,-12,-16,-66,12,-93,5
43,13,-29,-28,36,-8,-14,-19,-65,12,-91,4
42,15,-27,-28,35,-6,-17,-24,-63,10,-99,3
43,17,-27,-30,35,-5,-16,-27,-63,11,-101,0
44,18,-26,-31,35,-3,-14,-31,-63,11,-111,-1
42,19,-23,-30,32,-2,-14,-32,-62,11,-117,-1
43,21,-22,-32,32,0,-18,-30,-61,13,-115,4
43,23,-20,-32,31,1,-18,-28,-60,13,-117,11
46,25,-21,-35,34,2,-15,-23,-58,16,-108,18
48,30,-18,-39,33,6,-14,-21,-59,17,-105,19
47,35,-11,-41,29,12,-14,-20,-59,17,-102,13
48,41,-7,-44,27,17,-15,-20,-59,17,-99,11
45,45,0,-45,22,23,-16,-20,-56,14,-109,9
43,46,3,-44,20,25,-11,-19,-56,16,-110,8
41,44,4,-42,18,24,-7,-19,-56,16,-117,8
38,42,5,-40,17,24,-9,-17,-56,17,-121,7
40,43,3,-41,19,23,-20,-15,-57,18,-118,7
39,41,2,-40,19,21,-22,-16,-57,17,-124,5
42,40,-2,-41,22,19,-17,-17,-58,18,-122,2
45,36,-9,-41,27,14,-17,-18,-59,19,-126,1
48,30,-18,-38,33,6,-18,-18,-60,20,-128,-4
52,28,-24,-40,38,2,-20,-19,-63,21,-126,-4
52,27,-25,-39,39,1,-23,-22,-64,19,-132,-4
53,25,-28,-39,41,-1,-21,-24,-65,19,-131,-3
